,Assortativity,Transitivity,Av. shortest p.,Complexity Coef,1m Degree,2m Degree,3m Degree,4m Degree,H Degree,1m L. clustering,2m L. clustering,3m L. clustering,4m L. clustering,H L. clustering,1m Betweenness,2m Betweenness,3m Betweenness,4m Betweenness,H Betweenness,1m Closeness,2m Closeness,3m Closeness,4m Closeness,H Closeness,1m Comm,2m Comm,3m Comm,4m Comm,H Comm,1m k-core,2m k-core,3m k-core,4m k-core,H k-core,1m PageRank,2m PageRank,3m PageRank,4m PageRank,H PageRank,1m Eigenvector,2m Eigenvector,3m Eigenvector,4m Eigenvector,H Eigenvector,len,method,net id,Component0,Component1,Component2
10,-0.4982078853046591,0.0,5.2631578947368425,2.263157894736842,1.9,4.3,11.2,32.5,0.5042683642033458,0.0,0.0,0.0,0.0,0.0,0.23684210526315788,0.10477411853219794,0.05089135238492935,0.025861432273289058,0.6286639301279995,0.1972926825188194,0.040389618930728524,0.008559799833159368,0.0018713200254995804,0.2988548895792612,0.24341450067173437,0.10798939462091046,0.053024536270019816,0.027246376901883453,0.6400261192031526,1.0,1.0,1.0,1.0,0.0,0.05000000000000001,0.002880039887837264,0.0001892817088855038,1.3921251099863647e-05,0.0862140747587937,0.16438509495648157,0.04999999999999998,0.01964919152976851,0.008807918567354456,0.5789468096240411,20,MHRW,0,2.1300712366626127,-0.18558115564606867,-0.45646530251134027
11,-0.9094549412953894,0.0,1.9894736842105263,9.105263157894738,1.9,17.3,292.9,5250.5,0.17128474107100572,0.0,0.0,0.0,0.0,0.0,0.05497076023391813,0.04997093122670222,0.04918624434048882,0.04884676767225218,0.17128474107100572,0.5164814814814814,0.27774245541838133,0.15864731684702535,0.0984961190341449,0.25514841249244835,0.11278916573906143,0.05443530585881878,0.04981118778373392,0.04919990289274751,0.17128474107100572,1.0,1.0,1.0,1.0,0.0,0.05000000000000003,0.010418275618282857,0.00420372624967945,0.0018260964584776497,0.0862140747587937,0.18735017879618224,0.049999999999999975,0.021758361426312708,0.013109710784561607,0.17128474107100572,20,SB,0,2.0797614218095877,1.5741418809160561,0.8230665866619045
12,-0.5170940170940179,0.0,4.147368421052631,2.6,2.0,5.2,18.2,82.0,0.46471564414546623,0.0,0.0,0.0,0.0,0.0,0.17485380116959062,0.05008207653637017,0.016507473384623165,0.006184748959734249,0.642159058960253,0.2437462028556506,0.060080632113594865,0.014979073960141934,0.003777660377501258,0.0,0.18470193667498655,0.052969084975935554,0.017742166788266196,0.006715760008309814,0.6421590589602532,1.7,3.1,5.9,11.5,0.2652949955741215,0.04999999999999999,0.0031372158041857905,0.00025958913797708577,2.75452793377104e-05,0.0862140747587937,0.15341645007855684,0.04999999999999999,0.02227294314313455,0.011977525780284236,0.5476460214285687,20,RWS,0,0.9652376190416647,-0.9212472381531336,0.1324159092429567
13,-0.17377860235003112,0.12162162162162163,2.9368421052631577,3.846153846153846,2.6,10.0,50.9,309.4,0.6987289932342409,0.060238095238095236,0.017255102040816324,0.005303406759529207,0.0016794496891727208,0.3076310099728432,0.10760233918128655,0.03048176741941489,0.011889414759752689,0.005581958171708402,0.48195332953500336,0.3597904760780569,0.13584690119287607,0.05348333013860802,0.02183588850205519,0.531606124668106,0.15486042892227447,0.05090924173079161,0.02229725263468868,0.011633099450409235,0.6080724917347937,1.5,2.5,4.5,8.5,0.30102999566398114,0.05000000000000001,0.0033204056930249866,0.0002828120278350325,2.9085340777400927e-05,0.0862140747587937,0.17741119370585862,0.05,0.01741995361076815,0.006819496250804231,0.6077901798796539,20,IRWS,0,0.7908831020533519,-0.5370490086448202,0.6845876032397372
14,-0.3192754798594217,0.0,2.8157894736842106,3.55,2.0,7.1,43.7,348.5,0.4422117371685888,0.0,0.0,0.0,0.0,0.0,0.10087719298245615,0.047014465989535244,0.03379732375293761,0.027392253345154455,0.42007587292031323,0.36917628126612184,0.14247330688560583,0.05780400953888428,0.024774797090005525,0.5383549314288051,0.12575060286995615,0.053242265899283735,0.03704059733833062,0.02999247519448272,0.42007587292031323,1.35,2.05,3.45,6.25,0.28118250265954736,0.05,0.003999567357801768,0.0005321458339080166,9.36199500431719e-05,0.0862140747587937,0.17700428681445052,0.04999999999999998,0.02078836010862551,0.011118947932748658,0.5103848716195075,20,TR,0,1.3930252849282179,-0.029461996487525455,0.311799781206742
15,-0.5352480417754575,0.0,3.968421052631579,2.4761904761904763,2.1,5.2,14.7,46.0,0.5246163068056289,0.0,0.0,0.0,0.0,0.0,0.1649122807017544,0.05603433535104817,0.02423674970916227,0.011848036167844475,0.636672366199484,0.2610199397309316,0.07053215192408928,0.019705631287173554,0.005681872084311879,0.3239978696052099,0.17707376143423217,0.0603033101148045,0.02628619308861746,0.013016844771428119,0.6495376803763449,1.55,2.65,4.85,9.25,0.2988548895792612,0.05,0.0028598427254061722,0.00018584005441942382,1.3490197230466894e-05,0.0862140747587937,0.197400973879509,0.049999999999999996,0.014874361457369523,0.005001825121306954,0.5970578054598934,20,MHRW,0,1.0435282025849122,-0.7380648701763193,0.05003404585657296
16,-0.814847980896337,0.02097902097902098,2.0526315789473686,8.15,2.0,16.3,250.1,4190.5,0.25514841249244835,0.05870098039215686,0.05139159217608612,0.05023150135859322,0.05003858039306881,0.17128474107100572,0.05847953216374269,0.04864744707773331,0.045348086310757665,0.04343098884969742,0.17128474107100572,0.5014912375206493,0.26182984246476043,0.1447077149300904,0.08629182124414955,0.35875555223942396,0.11664922533853195,0.05600646802764396,0.04852858784055305,0.04634658127479843,0.25514841249244835,1.15,1.45,2.05,3.25,0.18358022428449897,0.04999999999999998,0.008987232591220624,0.0031454194027953526,0.001221719910430823,0.0862140747587937,0.18682360702837258,0.049999999999999975,0.021261449513047228,0.012387900029633823,0.35875555223942396,20,SB,0,1.786926849219331,1.1452479429242812,1.0217369397779703
17,-0.33333333333333076,0.0,6.621052631578947,2.0,1.9,3.8,7.9,17.0,0.26616582133129196,0.0,0.0,0.0,0.0,0.0,0.31228070175438594,0.13251256796963168,0.060464008418844715,0.028712865510057927,0.7536893107080458,0.15824336731962763,0.026101601455412553,0.004459438183107746,0.0007841300861514383,0.14118174150460758,0.3164603664733005,0.13528278679934375,0.06228891288328571,0.02984449220800541,0.7536893107080458,1.0,1.0,1.0,1.0,0.0,0.05,0.002593357360620155,0.0001387082569572576,7.629876169624508e-06,0.0,0.17944113235639383,0.04999999999999998,0.016966333104038576,0.006421169998203602,0.6274018161280693,20,RWS,0,2.332296381111922,-0.43498255782178397,-0.7124205367661912
18,-0.32976445396145615,0.058823529411764705,2.9789473684210526,3.2173913043478266,2.3,7.4,29.9,138.2,0.6633803120088515,0.03333333333333333,0.008333333333333333,0.0023148148148148143,0.0006944444444444444,0.22504541292605024,0.10994152046783623,0.03562786650403353,0.015179611087078798,0.007271873738616916,0.4948186437118644,0.3456736146836346,0.12313727779998196,0.04521928942029547,0.017115552343555062,0.38498663019099544,0.13855523597420916,0.04558792429781914,0.0200565027397599,0.009974767364258716,0.5660814954471802,1.55,2.65,4.85,9.25,0.2988548895792612,0.049999999999999996,0.0032764577320382403,0.0002663595805114613,2.5040790581272808e-05,0.14118174150460758,0.19380731636646534,0.04999999999999999,0.015667991713638467,0.005490061768604006,0.586325431040133,20,IRWS,0,0.798995570788624,-0.549629195543318,0.5205273471669769
19,-0.23487773487773506,0.0,3.5736842105263156,2.8947368421052633,1.9,5.5,24.1,137.5,0.49601643234093873,0.0,0.0,0.0,0.0,0.0,0.14298245614035085,0.0644557299681953,0.03892638730645565,0.027434598224867185,0.6090498091904393,0.29488718520394325,0.09153300438193612,0.029849854640922446,0.010202204415225648,0.5156305532784988,0.15831551968658736,0.06936085854165247,0.04186776592832797,0.029614036943819637,0.6204119982655923,1.0,1.0,1.0,1.0,0.0,0.05000000000000001,0.0034600028937879666,0.00033920632450753954,4.2959870991579214e-05,0.0862140747587937,0.1687254621929299,0.049999999999999996,0.02077530256307785,0.010715455609423974,0.6145365019512083,20,TR,0,1.9543838753870766,0.033607435952807616,-0.16055568014284755
20,-0.1782945736434105,0.0,5.542105263157895,2.1052631578947367,1.9,4.0,9.1,22.0,0.4072105587434522,0.0,0.0,0.0,0.0,0.0,0.25233918128654975,0.1054016620498615,0.04949262141137643,0.024914779298067995,0.7896678065888278,0.18883912688204013,0.037245859407625134,0.00764250170482581,0.0016230899464551893,0.28118250265954736,0.25789208272005737,0.10854807064609537,0.051530625883874026,0.026220994730503194,0.8025331207656888,1.0,1.0,1.0,1.0,0.0,0.04999999999999999,0.0026919850520482885,0.00015426004342256915,9.317069439990934e-06,0.0,0.1713008691710886,0.05000000000000001,0.018415871716979084,0.007634518087153472,0.6495376803763449,20,MHRW,0,2.1442780578076808,-0.41998866815427993,-0.6050005718761162
21,-0.6504734458624946,0.0,2.963157894736842,4.2631578947368425,1.9,8.1,60.1,540.9,0.38885855180582213,0.0,0.0,0.0,0.0,0.0,0.10906432748538011,0.062140487671420254,0.039027823025868304,0.02551055111556163,0.4189615513722203,0.3489250415291483,0.12636641175884927,0.04767860052194764,0.018791538929457046,0.3970691829148671,0.13363909371210583,0.0665507340844763,0.042225732495893384,0.02811875664692281,0.4189615513722203,1.0,1.0,1.0,1.0,0.0,0.05000000000000003,0.005049653521380479,0.0008841826773121461,0.0001917807398436055,0.17128474107100572,0.17008943472056406,0.049999999999999975,0.02167909360292222,0.012161023119776865,0.4397940008672037,20,SB,0,1.9172784017462594,0.5012620419131104,0.08803929954488411
22,-3.1641356201816954e-15,0.0,6.2631578947368425,2.0,1.9,3.8,7.9,17.0,0.26616582133129196,0.0,0.0,0.0,0.0,0.0,0.2923976608187135,0.12102185287780853,0.05512199385185943,0.026544322636602273,0.789667806588828,0.16788602038522807,0.0294863820994109,0.005382565422152581,0.001014362002368751,0.24421905028821553,0.29679277212789523,0.12392230424324432,0.05700382831318451,0.027723999069494798,0.8025331207656888,1.0,1.0,1.0,1.0,0.0,0.05,0.0025852224024771196,0.00013742155394621457,7.485932586002707e-06,0.0,0.1756298537827385,0.049999999999999996,0.017667192785310815,0.007021961261620066,0.6219151233673003,20,RWS,0,2.2539129102345505,-0.4846161974080126,-0.6878373960431869
23,-0.08372290692732674,0.17045454545454544,2.536842105263158,3.9333333333333336,3.0,11.8,62.1,418.0,0.6256576799245837,0.18194444444444444,0.12179783950617284,0.10638395919067216,0.1019861980357415,0.5061808327870174,0.08538011695906432,0.025894887885731216,0.012544137305739032,0.007093684999763779,0.3783283724236221,0.4082329824391951,0.17285671541047495,0.07602943225395825,0.03478403832547394,0.4422117371685888,0.14550319650230234,0.0478666633576602,0.02542985425253373,0.01680609490752337,0.5362838323534156,1.9,3.7,7.3,14.5,0.14118174150460758,0.049999999999999996,0.0030391934705588093,0.0002312403220723983,2.1782834452857025e-05,0.0862140747587937,0.18696920598442304,0.049999999999999996,0.01727598626904362,0.007207033597148025,0.6046774379777631,20,IRWS,0,0.4298666169592002,-0.7772927882664914,1.6628531431839084
24,-0.3765182186234814,0.05555555555555555,2.9526315789473685,3.7,2.0,7.4,42.2,287.0,0.4787787469514016,0.013452380952380952,0.0016748866213151929,0.00024857399308929914,3.9649247548603706e-05,0.0862140747587937,0.10847953216374266,0.046987107144078506,0.02612066770782272,0.015882136031169412,0.4787787469514016,0.3557067396582688,0.13297004145208413,0.05225653959090386,0.02157692426248381,0.44867574738500343,0.13808485167175608,0.06105575678963586,0.03664830595228771,0.024152665815643393,0.5518500602610588,1.15,1.45,2.05,3.25,0.18358022428449897,0.049999999999999996,0.004102452419422489,0.0005041808359441669,7.5537429116195e-05,0.14118174150460758,0.17460115112015512,0.05000000000000001,0.019701701803800573,0.00920740937584118,0.4787787469514016,20,TR,0,1.5027579485912939,0.10294848195728014,0.1935397457629423
