iter	Passed	Remaining
439	3190	4060
440	3197	4053
441	3205	4047
442	3213	4039
443	3220	4033
444	3228	4026
445	3235	4018
446	3242	4011
447	3249	4004
448	3257	3997
449	3264	3989
450	3271	3982
451	3278	3975
452	3285	3967
453	3292	3960
454	3299	3952
455	3306	3944
456	3314	3937
457	3321	3930
458	3328	3923
459	3335	3915
460	3342	3908
461	3349	3900
462	3356	3893
463	3364	3886
464	3372	3879
465	3379	3872
466	3386	3865
467	3393	3857
468	3400	3850
469	3407	3843
470	3414	3835
471	3422	3828
472	3430	3821
473	3437	3814
474	3445	3807
475	3452	3800
476	3459	3792
477	3465	3785
478	3472	3777
479	3480	3770
480	3487	3762
481	3493	3754
482	3500	3746
483	3508	3739
484	3515	3732
485	3522	3725
486	3529	3718
487	3537	3710
488	3544	3703
489	3551	3696
490	3558	3688
491	3565	3681
492	3572	3674
493	3579	3666
494	3586	3659
495	3593	3651
496	3601	3644
497	3608	3637
498	3615	3630
499	3623	3623
500	3630	3615
501	3637	3608
502	3644	3601
503	3651	3593
504	3659	3586
505	3666	3579
506	3673	3572
507	3680	3564
508	3687	3556
509	3694	3549
510	3701	3542
511	3709	3535
512	3716	3527
513	3723	3520
514	3730	3513
515	3737	3505
516	3744	3497
517	3750	3490
518	3758	3482
519	3765	3475
520	3772	3468
521	3779	3460
522	3786	3453
523	3794	3446
524	3800	3438
525	3808	3431
526	3815	3424
527	3822	3416
528	3829	3409
529	3836	3402
530	3843	3395
531	3851	3387
532	3858	3380
533	3865	3373
534	3873	3366
535	3880	3359
536	3888	3352
537	3895	3344
538	3902	3337
539	3909	3329
540	3916	3322
541	3923	3315
542	3930	3308
543	3938	3301
544	3945	3293
545	3952	3286
546	3959	3279
547	3966	3271
548	3973	3263
549	3980	3256
550	3986	3248
551	3994	3241
552	4001	3234
553	4008	3227
554	4015	3219
555	4022	3212
556	4029	3204
557	4036	3197
558	4043	3190
559	4050	3182
560	4057	3175
561	4064	3167
562	4071	3160
563	4078	3152
564	4085	3145
565	4092	3138
566	4099	3130
567	4105	3122
568	4113	3115
569	4119	3107
570	4126	3100
571	4133	3092
572	4140	3085
573	4147	3078
574	4154	3070
575	4161	3063
576	4169	3056
577	4175	3048
578	4182	3040
579	4189	3033
580	4195	3026
581	4203	3018
582	4209	3011
583	4216	3003
584	4223	2996
585	4231	2989
586	4238	2981
587	4245	2974
588	4252	2967
589	4259	2959
590	4266	2952
591	4273	2945
592	4280	2937
593	4287	2930
594	4293	2922
595	4301	2915
596	4307	2907
597	4314	2900
598	4321	2893
599	4328	2885
600	4335	2878
601	4342	2870
602	4349	2863
603	4356	2856
604	4363	2848
605	4370	2841
606	4377	2834
607	4384	2826
608	4390	2818
609	4397	2811
610	4404	2804
611	4412	2797
612	4418	2789
613	4425	2782
614	4432	2775
615	4439	2767
616	4446	2760
617	4453	2752
618	4460	2745
619	4467	2738
620	4474	2730
621	4481	2723
622	4488	2716
623	4496	2709
624	4503	2702
625	4510	2695
626	4517	2687
627	4525	2680
628	4532	2673
629	4539	2666
630	4546	2658
631	4554	2651
632	4561	2644
633	4569	2637
634	4576	2630
635	4584	2623
636	4591	2616
637	4598	2609
638	4604	2601
639	4611	2593
640	4618	2586
641	4625	2579
642	4633	2572
643	4640	2565
644	4647	2557
645	4654	2550
646	4661	2543
647	4668	2536
648	4676	2529
649	4683	2521
650	4690	2514
651	4698	2507
652	4704	2500
653	4711	2492
654	4718	2485
655	4725	2478
656	4733	2471
657	4740	2463
658	4748	2456
659	4755	2449
660	4762	2442
661	4769	2435
662	4776	2428
663	4784	2420
664	4791	2413
665	4798	2406
666	4805	2399
667	4813	2392
668	4820	2385
669	4828	2378
670	4836	2371
671	4843	2364
672	4850	2356
673	4858	2349
674	4865	2342
675	4873	2335
676	4879	2328
677	4887	2321
678	4894	2313
679	4901	2306
680	4908	2299
681	4916	2292
682	4923	2285
683	4931	2278
684	4937	2270
685	4944	2263
686	4953	2256
687	4961	2250
688	4969	2243
689	4978	2236
690	4985	2229
691	4992	2222
692	5000	2215
693	5006	2207
694	5014	2200
695	5020	2193
696	5028	2185
697	5035	2178
698	5042	2171
699	5050	2164
700	5057	2157
701	5065	2150
702	5073	2143
703	5080	2136
704	5088	2129
705	5095	2121
706	5103	2114
707	5110	2107
708	5118	2100
709	5126	2093
710	5133	2086
711	5141	2079
712	5148	2072
713	5155	2065
714	5163	2058
715	5171	2051
716	5179	2044
717	5186	2037
718	5193	2029
719	5201	2022
720	5209	2015
721	5216	2008
722	5223	2001
723	5231	1994
724	5238	1987
725	5246	1979
726	5253	1972
727	5261	1965
728	5269	1958
729	5276	1951
730	5283	1944
731	5290	1937
732	5297	1929
733	5305	1922
734	5312	1915
735	5318	1907
736	5325	1900
737	5332	1893
738	5340	1886
739	5347	1878
740	5354	1871
741	5361	1864
742	5368	1856
743	5376	1849
744	5383	1842
745	5391	1835
746	5398	1828
747	5405	1821
748	5412	1813
749	5420	1806
750	5427	1799
751	5434	1792
752	5441	1784
753	5462	1782
754	5469	1775
755	5477	1767
756	5484	1760
757	5491	1753
758	5498	1745
759	5505	1738
760	5512	1731
761	5520	1724
762	5526	1716
763	5533	1709
764	5540	1702
765	5548	1694
766	5555	1687
767	5561	1680
768	5569	1672
769	5576	1665
770	5583	1658
771	5590	1651
772	5597	1643
773	5604	1636
774	5612	1629
775	5619	1622
776	5627	1614
777	5634	1607
778	5641	1600
779	5648	1593
780	5655	1585
781	5662	1578
782	5669	1571
783	5676	1563
784	5683	1556
785	5691	1549
786	5698	1542
787	5705	1535
788	5712	1527
789	5720	1520
790	5727	1513
791	5734	1506
792	5741	1498
793	5749	1491
794	5756	1484
795	5763	1477
796	5770	1469
797	5777	1462
798	5785	1455
799	5792	1448
800	5799	1440
801	5806	1433
802	5814	1426
803	5821	1419
804	5829	1412
805	5836	1404
806	5843	1397
807	5850	1390
808	5857	1382
809	5864	1375
810	5872	1368
811	5880	1361
812	5887	1354
813	5894	1346
814	5902	1339
815	5909	1332
816	5916	1325
817	5923	1317
818	5930	1310
819	5937	1303
820	5945	1296
821	5952	1288
822	5960	1281
823	5967	1274
824	5974	1267
825	5982	1260
826	5989	1252
827	5996	1245
828	6003	1238
829	6010	1231
830	6017	1223
831	6025	1216
832	6032	1209
833	6039	1202
834	6046	1194
835	6053	1187
836	6061	1180
837	6068	1173
838	6075	1165
839	6082	1158
840	6089	1151
841	6096	1144
842	6104	1136
843	6110	1129
844	6117	1122
845	6124	1114
846	6131	1107
847	6139	1100
848	6146	1093
849	6153	1085
850	6160	1078
851	6167	1071
852	6175	1064
853	6182	1056
854	6189	1049
855	6196	1042
856	6203	1035
857	6211	1027
858	6218	1020
859	6225	1013
860	6232	1006
861	6240	998
862	6247	991
863	6255	984
864	6262	977
865	6269	970
866	6277	962
867	6284	955
868	6291	948
869	6299	941
870	6307	934
871	6314	926
872	6321	919
873	6328	912
874	6336	905
875	6343	897
876	6350	890
877	6357	883
878	6364	876
879	6371	868
880	6378	861
881	6385	854
882	6392	847
883	6399	839
884	6406	832
885	6413	825
886	6420	817
887	6427	810
888	6434	803
889	6441	796
890	6448	788
891	6455	781
892	6462	774
893	6470	767
894	6477	759
895	6484	752
896	6490	745
897	6498	738
898	6504	730
899	6511	723
900	6518	716
901	6525	709
902	6532	701
903	6539	694
904	6546	687
905	6553	679
906	6561	672
907	6568	665
908	6575	658
909	6581	650
910	6588	643
911	6595	636
912	6602	629
913	6609	621
914	6616	614
915	6623	607
916	6630	600
917	6637	592
918	6645	585
919	6652	578
920	6659	571
921	6666	563
922	6673	556
923	6680	549
924	6687	542
925	6694	534
926	6701	527
927	6708	520
928	6716	513
929	6723	506
930	6730	498
931	6737	491
932	6744	484
933	6752	477
934	6759	469
935	6767	462
936	6774	455
937	6781	448
938	6788	441
939	6796	433
940	6803	426
941	6810	419
942	6817	412
943	6825	404
944	6833	397
945	6840	390
946	6847	383
947	6854	376
948	6862	368
949	6870	361
950	6877	354
951	6884	347
952	6891	339
953	6899	332
954	6906	325
955	6913	318
956	6920	310
957	6928	303
958	6935	296
959	6942	289
960	6949	282
961	6957	274
962	6964	267
963	6972	260
964	6979	253
965	6986	245
966	6993	238
967	7000	231
968	7007	224
969	7014	216
970	7022	209
971	7030	202
972	7037	195
973	7044	188
974	7051	180
975	7058	173
976	7065	166
977	7073	159
978	7079	151
979	7087	144
980	7094	137
981	7101	130
982	7109	122
983	7116	115
984	7123	108
985	7130	101
986	7138	94
987	7145	86
988	7152	79
989	7159	72
990	7166	65
991	7173	57
992	7180	50
993	7188	43
994	7195	36
995	7202	28
996	7209	21
997	7217	14
998	7224	7
999	7231	0
