iter	Logloss
684	0.213234909
685	0.2131502042
686	0.2129385898
687	0.2128486162
688	0.2127259511
689	0.2126561192
690	0.2125729068
691	0.2124578595
692	0.212242034
693	0.212175862
694	0.2120722372
695	0.2119705942
696	0.2117898671
697	0.2116383735
698	0.2115032157
699	0.2113149868
700	0.2111845475
701	0.210951043
702	0.2107928947
703	0.2106283853
704	0.2105137953
705	0.210369855
706	0.2102684831
707	0.2101949907
708	0.210094111
709	0.2099360199
710	0.209749696
711	0.209557332
712	0.2093570384
713	0.2092225042
714	0.2091028841
715	0.2090242131
716	0.2089175569
717	0.2088027956
718	0.2087124939
719	0.2086004793
720	0.2085244967
721	0.2084348088
722	0.2083053833
723	0.2082294781
724	0.2081095801
725	0.2079819216
726	0.2078442498
727	0.2077207783
728	0.2075893374
729	0.2074281214
730	0.2073246584
731	0.2071761579
732	0.2070804096
733	0.2069526022
734	0.2068689634
735	0.2067774492
736	0.2065935329
737	0.2064592623
738	0.206303874
739	0.2062232252
740	0.2060635404
741	0.2059318744
742	0.2057768701
743	0.2056041119
744	0.2054621799
745	0.2053453859
746	0.2052012626
747	0.2050847206
748	0.2049436718
749	0.2047783612
750	0.2047072512
751	0.2045618105
752	0.2044272759
753	0.2043267339
754	0.2041287297
755	0.2039992037
756	0.2038964089
757	0.2038140621
758	0.2037145314
759	0.2036159153
760	0.2035339727
761	0.2033805682
762	0.2032751518
763	0.2031665789
764	0.2030386
765	0.2028690386
766	0.2026778666
767	0.2026203192
768	0.2024707919
769	0.2023556645
770	0.2022801725
771	0.2021521855
772	0.2020162974
773	0.2018763431
774	0.2017609005
775	0.2016842813
776	0.2015775944
777	0.201415878
778	0.2012552686
779	0.2011844949
780	0.2011100675
781	0.2010249431
782	0.2009451617
783	0.2007970317
784	0.2007101131
785	0.2006506176
786	0.2005270921
787	0.2003488947
788	0.2002043656
789	0.2000948825
790	0.1999592598
791	0.1998928629
792	0.1997353999
793	0.1996447929
794	0.1994840463
795	0.1993762554
796	0.1992324841
797	0.1991381237
798	0.1990573702
799	0.1989394929
800	0.1988384551
801	0.1987144058
802	0.1986079848
803	0.1984828917
804	0.1983406943
805	0.1982583878
806	0.1981458423
807	0.1980298702
808	0.1979573887
809	0.1978471833
810	0.1977618318
811	0.1975858351
812	0.1974842614
813	0.1973883714
814	0.1972201778
815	0.19711322
816	0.1969828241
817	0.1969073653
818	0.1967457385
819	0.1966983705
820	0.1966325049
821	0.1964938711
822	0.1963492444
823	0.1961969094
824	0.1960467104
825	0.1958779499
826	0.1957804959
827	0.1957058512
828	0.1956189655
829	0.1955461456
830	0.1953612479
831	0.1952568904
832	0.1951643086
833	0.1950212999
834	0.1949124797
835	0.1948137176
836	0.1946918154
837	0.1945506071
838	0.1944905073
839	0.1943797468
840	0.19425033
841	0.1941189599
842	0.1939587999
843	0.1938119124
844	0.193732088
845	0.1936014945
846	0.1934615285
847	0.1932879852
848	0.1931770703
849	0.193099962
850	0.1930157939
851	0.1928992831
852	0.1928458554
853	0.1927843928
854	0.1927009601
855	0.1926048767
856	0.1924726558
857	0.1923428749
858	0.1922475879
859	0.1920759859
860	0.1920057192
861	0.1918748267
862	0.1917736853
863	0.1916988395
864	0.1916179545
865	0.1914672598
866	0.191241534
867	0.1910864778
868	0.1909647274
869	0.1908391611
870	0.1907004431
871	0.1906330435
872	0.1905498735
873	0.1904394396
874	0.1903829882
875	0.1903088601
876	0.1901997504
877	0.1900496504
878	0.1899471629
879	0.189811193
880	0.1897030521
881	0.1895990831
882	0.1894682677
883	0.1893778458
884	0.1892559364
885	0.1891498062
886	0.189030172
887	0.1889462304
888	0.1888603545
889	0.188742706
890	0.1886486904
891	0.1885174882
892	0.1883775982
893	0.1882519219
894	0.1880856843
895	0.1880200599
896	0.1879581477
897	0.1878404357
898	0.1877541825
899	0.1876731334
900	0.1875637585
901	0.1874465819
902	0.1873488881
903	0.1871981825
904	0.1871078983
905	0.1869321605
906	0.186840582
907	0.1866958702
908	0.1865863006
909	0.186439345
910	0.1863545752
911	0.1862610662
912	0.1861527887
913	0.186022808
914	0.1859270325
915	0.1858252474
916	0.185732893
917	0.1856271985
918	0.1855528901
919	0.1854394204
920	0.1852935596
921	0.185239217
922	0.1851012616
923	0.1849090573
924	0.1847721691
925	0.1846571455
926	0.1845524579
927	0.1844378481
928	0.1843226551
929	0.1842646192
930	0.1841539276
931	0.1841020476
932	0.1840200835
933	0.1839146282
934	0.183846319
935	0.1837785419
936	0.1836809423
937	0.1835554183
938	0.1835035154
939	0.183381215
940	0.183322553
941	0.1832163805
942	0.1831384256
943	0.1830055419
944	0.1828663503
945	0.1827984597
946	0.1826811771
947	0.1825534595
948	0.1824613785
949	0.1823721952
950	0.1823088523
951	0.182229309
952	0.1821374701
953	0.1820738572
954	0.181997735
955	0.1818871191
956	0.1817859061
957	0.1817102156
958	0.181608298
959	0.1815396336
960	0.1814405598
961	0.1813497674
962	0.1812421139
963	0.1811848931
964	0.1810914105
965	0.180982589
966	0.1808999244
967	0.1808459856
968	0.1807203573
969	0.1805906033
970	0.1804626076
971	0.1803540747
972	0.1802530057
973	0.1801990968
974	0.1800561876
975	0.1799812861
976	0.1798653995
977	0.1797877841
978	0.179689592
979	0.1795862505
980	0.1794754007
981	0.1793925109
982	0.1791836876
983	0.1791109661
984	0.1790227369
985	0.1788159981
986	0.1786842236
987	0.1785830129
988	0.1784619237
989	0.1783696067
990	0.1782056976
991	0.1781104656
992	0.1780646005
993	0.1779489312
994	0.1778480647
995	0.1777899896
996	0.1776847107
997	0.1775754748
998	0.1775112152
999	0.1774131689
